Chunk,Frame,PSNR (dB),SSIM
47,992,36.3778,0.953999
47,993,36.4141,0.953353
47,994,36.3885,0.953102
47,995,36.1143,0.952403
47,996,36.237,0.951798
47,997,36.0745,0.950331
47,998,36.1203,0.950482
47,999,36.0535,0.950261
47,1000,35.9784,0.948009
47,1001,35.7702,0.945747
47,1002,35.7564,0.946902
47,1003,35.9243,0.947061
47,1004,35.7026,0.94527
47,1005,35.704,0.944941
47,1006,35.5921,0.9449
47,1007,35.6297,0.943575
47,1008,35.4178,0.9411
47,1009,35.3886,0.942116
47,1010,35.6249,0.943142
47,1011,35.4033,0.94132
47,1012,35.4167,0.941404
47,1013,35.3137,0.941652
47,1014,35.3031,0.940708
47,1015,35.1834,0.939448
47,1016,35.2423,0.93862
47,1017,35.2803,0.940179
47,1018,35.296,0.939466
47,1019,35.1684,0.938098
47,1020,35.1144,0.938762
47,1021,35.1419,0.937972
47,1022,34.9898,0.936406
47,1023,35.0769,0.93585
47,1024,36.0738,0.944857
47,1025,35.2995,0.938882
47,1026,35.4199,0.939176
47,1027,35.3447,0.939495
47,1028,35.4343,0.939332
47,1029,35.2829,0.937748
47,1030,35.3199,0.936862
47,1031,35.3604,0.938783
47,1032,35.3642,0.937966
47,1033,35.2359,0.93667
47,1034,35.1703,0.937169
47,1035,35.1589,0.936308
47,1036,35.0358,0.934783
47,1037,35.0639,0.933844
47,1038,35.0986,0.935636
47,1039,36.158,0.944037
47,1040,35.2457,0.93779
47,1041,35.3456,0.939055
47,1042,35.3545,0.938199
47,1043,35.2685,0.937029
47,1044,35.2953,0.936075
47,1045,35.28,0.937412
47,1046,35.3494,0.937154
47,1047,35.1552,0.935265
47,1048,35.0873,0.935701
47,1049,35.1051,0.93525
47,1050,34.9515,0.933628
47,1051,35.0223,0.93304
47,1052,35.0178,0.934452
47,1053,35.0304,0.933865
47,1054,36.0067,0.942106
47,1055,35.1783,0.937412
47,1056,35.3121,0.935685
47,1057,35.1592,0.93324
47,1058,35.1526,0.934541
47,1059,35.3239,0.935681
47,1060,35.1404,0.934127
47,1061,35.1446,0.934138
47,1062,35.0162,0.933323
47,1063,34.9523,0.930851
47,1064,34.7504,0.927979
47,1065,34.7533,0.929804
47,1066,34.9847,0.931558
47,1067,34.7798,0.929935
47,1068,34.7634,0.929843
47,1069,35.7912,0.939112
47,1070,34.7727,0.932562
47,1071,34.9327,0.931171
47,1072,34.7559,0.928409
47,1073,34.824,0.930593
47,1074,35.0166,0.932053
47,1075,34.8727,0.93082
47,1076,34.9071,0.93102
47,1077,34.9142,0.931115
47,1078,34.8358,0.930798
47,1079,34.664,0.927513
47,1080,34.5011,0.924991
47,1081,34.6115,0.927336
47,1082,34.7181,0.928153
47,1083,34.5786,0.926798
47,1084,35.6194,0.937103
47,1085,34.991,0.932269
47,1086,35.0266,0.931597
47,1087,34.8889,0.929197
47,1088,34.7781,0.927129
47,1089,34.7842,0.928785
47,1090,34.9379,0.929875
47,1091,34.7539,0.92823
47,1092,34.7559,0.928198
47,1093,34.781,0.928404
47,1094,35.6079,0.936364
47,1095,34.8075,0.928921
47,1096,34.8268,0.927508
47,1097,34.8944,0.929453
47,1098,35.1162,0.931012
47,1099,34.9221,0.929313
47,1100,34.9437,0.929412
47,1101,34.8733,0.929882
47,1102,34.8346,0.928938
47,1103,34.7167,0.927491
47,1104,33.368,0.908782
47,1105,33.9762,0.917881
47,1106,33.7048,0.915072
47,1107,33.7704,0.914763
47,1108,33.766,0.9158
47,1109,33.942,0.916992
47,1110,33.7968,0.915302
47,1111,33.8856,0.915021
47,1112,33.9078,0.917153
47,1113,34.0156,0.917808
47,1114,33.8775,0.915861
47,1115,33.9279,0.916247
47,1116,33.9701,0.916882
47,1117,33.7924,0.913169
47,1118,33.6671,0.91024
47,1119,35.1401,0.931088
47,1120,34.6705,0.927889
47,1121,34.5191,0.926012
47,1122,34.5466,0.926076
47,1123,34.5973,0.926531
47,1124,34.5521,0.926534
47,1125,34.4749,0.924005
47,1126,34.2756,0.920886
47,1127,34.4282,0.924051
47,1128,34.5339,0.924922
47,1129,34.3787,0.923316
47,1130,34.4015,0.924225
47,1131,34.3679,0.922176
47,1132,34.1437,0.918768
47,1133,34.259,0.92148
47,1134,35.4926,0.93485
47,1135,34.683,0.928906
47,1136,34.8178,0.930409
47,1137,34.9019,0.929815
47,1138,34.766,0.927618
47,1139,34.7464,0.928553
47,1140,34.9628,0.930204
47,1141,34.7455,0.928274
47,1142,34.7901,0.929825
47,1143,34.7709,0.92887
47,1144,34.6867,0.927393
47,1145,34.655,0.92856
47,1146,34.6204,0.927995
47,1147,34.5904,0.928239
47,1148,34.6475,0.927334
47,1149,34.6436,0.928297
47,1150,34.5777,0.926677
47,1151,34.5305,0.925572
47,1152,34.5489,0.927146
47,1153,34.4918,0.926516
47,1154,34.4721,0.926725
47,1155,34.557,0.926035
47,1156,34.4726,0.925067
47,1157,34.4332,0.924699
47,1158,34.4263,0.924425
47,1159,34.393,0.924399
47,1160,34.2985,0.921501
47,1161,34.0865,0.918064
47,1162,34.2087,0.920912
47,1163,34.406,0.9229
47,1164,34.3552,0.922311
47,1165,34.2686,0.921559
47,1166,34.2859,0.922454
47,1167,34.2415,0.920473
47,1168,34.0468,0.917613
47,1169,34.1333,0.920069
47,1170,34.3062,0.921619
47,1171,34.1524,0.91992
47,1172,34.164,0.921104
47,1173,34.2296,0.920604
47,1174,34.0939,0.918475
47,1175,34.107,0.91982
47,1176,34.3776,0.922329
47,1177,34.1405,0.920103
47,1178,34.201,0.92075
47,1179,35.5114,0.935375
47,1180,34.6557,0.930676
47,1181,34.913,0.930809
47,1182,34.7452,0.928269
47,1183,34.6979,0.927037
47,1184,34.7618,0.928902
47,1185,34.8694,0.929868
47,1186,34.7677,0.92867
47,1187,34.7457,0.929637
47,1188,34.8171,0.929409
47,1189,34.6767,0.927537
47,1190,34.6634,0.928552
47,1191,34.8304,0.929735
47,1192,34.7089,0.928574
47,1193,34.7464,0.929138
47,1194,35.8467,0.939199
47,1195,35.0551,0.935331
47,1196,35.2518,0.935658
47,1197,35.1772,0.934453
47,1198,35.1972,0.934243
47,1199,35.1949,0.935388
47,1200,35.274,0.935635
47,1201,35.1687,0.934398
47,1202,35.1948,0.934708
47,1203,35.2296,0.93618
47,1204,35.2303,0.935794
47,1205,35.1346,0.934758
47,1206,35.128,0.935236
47,1207,35.2945,0.936083
48,1208,42.9628,0.983824
48,1209,42.6863,0.98281
48,1210,42.6423,0.982697
48,1211,42.5528,0.98257
48,1212,42.4768,0.982421
48,1213,42.3408,0.982171
48,1214,42.3067,0.982048
48,1215,42.2262,0.981884
48,1216,42.1895,0.981678
48,1217,42.0625,0.981622
48,1218,42.0949,0.981591
48,1219,42.049,0.981426
48,1220,42.0522,0.98126
48,1221,41.9788,0.981185
48,1222,42.0083,0.981142
48,1223,41.9665,0.981116
48,1224,42.0628,0.981041
48,1225,41.9432,0.980967
48,1226,42.0141,0.980879
48,1227,41.9696,0.980392
48,1228,41.9982,0.979342
48,1229,42.0598,0.979713
48,1230,42.1608,0.979603
48,1231,42.1923,0.979647
48,1232,42.2968,0.9798
48,1233,42.2917,0.980133
48,1234,42.2957,0.980018
48,1235,42.2935,0.980115
48,1236,42.3101,0.979854
48,1237,42.3694,0.980481
48,1238,42.3717,0.980159
48,1239,42.3606,0.980077
48,1240,42.3258,0.979575
48,1241,42.5751,0.980881
48,1242,42.2003,0.979634
48,1243,42.1682,0.979749
48,1244,42.2155,0.979364
48,1245,42.0986,0.979433
48,1246,41.9067,0.978387
48,1247,41.5732,0.976883
48,1248,41.2863,0.975621
48,1249,41.2919,0.975532
48,1250,41.0634,0.975065
48,1251,41.0914,0.974976
48,1252,41.3943,0.97627
48,1253,41.4875,0.97634
48,1254,41.561,0.976892
48,1255,41.5375,0.976577
48,1256,41.5831,0.976863
48,1257,41.8985,0.97794
48,1258,41.7595,0.977785
48,1259,41.8483,0.977939
48,1260,41.947,0.978376
48,1261,42.0647,0.978465
48,1262,42.0762,0.978944
48,1263,42.1044,0.978901
48,1264,42.2585,0.979593
48,1265,42.2289,0.979134
48,1266,42.2752,0.979665
48,1267,42.2816,0.979589
48,1268,42.2949,0.97982
48,1269,42.3194,0.979685
48,1270,42.3565,0.980063
48,1271,42.8309,0.981509
48,1272,42.4893,0.980727
48,1273,42.6133,0.98078
48,1274,42.546,0.980861
48,1275,42.5707,0.980937
48,1276,42.5177,0.980796
48,1277,42.5599,0.980657
48,1278,42.5475,0.981011
48,1279,42.5302,0.980857
48,1280,42.4954,0.980791
48,1281,42.5389,0.98076
48,1282,42.5161,0.980991
48,1283,42.5178,0.980875
48,1284,42.4988,0.980831
48,1285,42.5533,0.980844
48,1286,42.9068,0.981958
48,1287,42.7144,0.981259
48,1288,42.7031,0.9815
48,1289,42.723,0.981317
48,1290,42.6927,0.981506
48,1291,42.7084,0.981467
48,1292,42.6901,0.98145
48,1293,42.7107,0.981395
48,1294,42.7095,0.981606
48,1295,42.6978,0.981474
48,1296,42.6997,0.981552
48,1297,42.7286,0.98148
48,1298,42.7229,0.981629
48,1299,42.7385,0.981608
48,1300,42.7528,0.98168
48,1301,43.1225,0.983089
48,1302,42.4067,0.981267
48,1303,42.2387,0.979803
48,1304,41.9544,0.978771
48,1305,41.9341,0.978024
48,1306,41.7885,0.978404
48,1307,41.8385,0.978302
48,1308,42.0793,0.979262
48,1309,42.2583,0.979607
48,1310,42.2714,0.980096
48,1311,42.3451,0.980115
48,1312,42.3403,0.980246
48,1313,42.3764,0.979881
48,1314,42.2321,0.979684
48,1315,42.1637,0.979021
48,1316,42.5008,0.980191
48,1317,42.0133,0.977867
48,1318,41.691,0.977058
48,1319,41.6128,0.976324
48,1320,41.5633,0.976273
48,1321,41.5672,0.975915
48,1322,41.5479,0.976447
48,1323,41.7928,0.977456
48,1324,41.7232,0.977253
48,1325,41.7609,0.976925
48,1326,42.123,0.978743
48,1327,41.8212,0.977712
48,1328,41.8002,0.977589
48,1329,41.8496,0.977283
48,1330,41.886,0.977871
48,1331,42.0219,0.978249
48,1332,42.0071,0.978187
48,1333,42.1089,0.978304
48,1334,42.1901,0.979026
48,1335,42.2209,0.978993
48,1336,38.9444,0.959758
48,1337,41.2136,0.973034
48,1338,40.9798,0.972584
48,1339,40.9366,0.972337
48,1340,40.9538,0.972425
48,1341,41.0336,0.972197
48,1342,41.0018,0.97238
48,1343,41.0919,0.972186
48,1344,41.1015,0.972219
48,1345,40.9469,0.971714
48,1346,40.7458,0.970727
48,1347,40.6649,0.970395
48,1348,40.6323,0.970545
48,1349,40.5855,0.970138
48,1350,40.5453,0.970019
48,1351,40.5073,0.969731
48,1352,40.4251,0.969861
48,1353,40.4856,0.970117
48,1354,40.7662,0.971559
48,1355,40.8896,0.972008
48,1356,40.9963,0.972696
48,1357,41.0369,0.972733
48,1358,41.1962,0.973613
48,1359,41.2451,0.973643
48,1360,41.3881,0.974586
48,1361,41.3849,0.97443
48,1362,41.4118,0.97471
48,1363,41.7766,0.976463
48,1364,41.5825,0.976156
48,1365,41.68,0.976273
48,1366,41.9095,0.97725
48,1367,41.8712,0.97682
48,1368,41.9511,0.977499
48,1369,41.9396,0.977443
48,1370,41.9314,0.977425
48,1371,41.9683,0.977375
48,1372,41.9516,0.977531
48,1373,41.9692,0.977599
48,1374,41.9149,0.977296
48,1375,41.9284,0.977124
48,1376,41.9274,0.977423
48,1377,41.9423,0.9774
48,1378,41.8968,0.97722
48,1379,41.911,0.976982
48,1380,41.9278,0.977371
48,1381,41.9266,0.977353
48,1382,41.8724,0.977158
48,1383,41.9191,0.977197
48,1384,41.9059,0.977384
48,1385,41.9118,0.977346
48,1386,41.9748,0.977631
48,1387,42.0019,0.977564
48,1388,42.0399,0.977994
48,1389,42.0228,0.977703
48,1390,42.0235,0.977724
48,1391,42.0615,0.977728
48,1392,42.0416,0.977936
48,1393,42.017,0.977684
48,1394,42.0591,0.977915
48,1395,42.1005,0.977963
48,1396,42.7853,0.98068
48,1397,42.4688,0.979652
48,1398,42.4782,0.979646
48,1399,42.5315,0.979622
48,1400,42.4987,0.979804
48,1401,42.53,0.979967
48,1402,42.5248,0.979913
48,1403,42.5395,0.979746
48,1404,42.5409,0.979939
48,1405,42.5324,0.979923
48,1406,42.4996,0.979848
48,1407,42.5357,0.979822
48,1408,42.5085,0.979905
48,1409,42.5169,0.979908
48,1410,42.5347,0.980008
48,1411,42.8482,0.980953
48,1412,42.6846,0.980673
48,1413,42.8781,0.98113
48,1414,42.7598,0.980911
48,1415,42.9022,0.981174
48,1416,42.7419,0.981061
48,1417,42.7842,0.981039
48,1418,42.7406,0.981036
48,1419,42.7951,0.980986
48,1420,42.7407,0.981057
48,1421,42.791,0.981064
48,1422,42.7217,0.980982
48,1423,42.782,0.980947
48,1424,42.7422,0.981011
48,1425,42.7773,0.981017
48,1426,43.0806,0.982497
48,1427,42.948,0.981782
48,1428,42.9711,0.982218
48,1429,42.9777,0.982167
48,1430,43.052,0.9822
48,1431,43.0749,0.982117
48,1432,42.9253,0.982064
48,1433,43.0483,0.982114
48,1434,42.9067,0.982033
48,1435,42.9116,0.981818
48,1436,42.8421,0.981835
48,1437,42.864,0.981843
48,1438,42.8444,0.981825
48,1439,42.9154,0.981899
48,1440,42.8773,0.981923
48,1441,42.9169,0.981968
48,1442,42.8796,0.981916
48,1443,42.9042,0.981827
48,1444,42.875,0.981923
48,1445,42.8923,0.981865
48,1446,42.8546,0.981792
48,1447,42.8825,0.981732
48,1448,42.8502,0.981817
48,1449,42.874,0.981788
48,1450,42.8435,0.981751
48,1451,42.8681,0.981667
48,1452,43.0736,0.982581
48,1453,42.7917,0.981622
48,1454,42.7606,0.981239
48,1455,42.6506,0.98035
48,1456,42.4219,0.979391
48,1457,42.3271,0.97886
48,1458,40.3944,0.966589
48,1459,40.0757,0.965017
48,1460,39.8782,0.963613
48,1461,39.5358,0.962293
48,1462,39.5281,0.962064
48,1463,39.9034,0.963792
48,1464,40.135,0.966452
48,1465,40.0392,0.966248
48,1466,40.0795,0.966543
48,1467,40.1241,0.966852
48,1468,40.2619,0.967123
48,1469,40.3304,0.967629
48,1470,40.3845,0.96773
48,1471,40.253,0.967003
48,1472,40.2316,0.96662
48,1473,40.3124,0.967996
48,1474,40.4257,0.96857
48,1475,40.4417,0.969118
48,1476,40.4667,0.968988
48,1477,40.451,0.969394
48,1478,40.4683,0.969332
48,1479,41.2395,0.973365
48,1480,40.9033,0.971364
48,1481,40.658,0.97061
48,1482,40.6202,0.970127
48,1483,40.7789,0.970907
48,1484,40.8345,0.970924
48,1485,40.7931,0.970744
48,1486,40.788,0.970959
48,1487,40.7244,0.971257
48,1488,40.9168,0.972074
48,1489,40.7038,0.971048
48,1490,40.1772,0.968779
48,1491,39.5076,0.964323
48,1492,38.8615,0.961691
48,1493,38.6689,0.960567
48,1494,38.6875,0.960977
48,1495,38.6393,0.959739
48,1496,38.9356,0.962634
48,1497,39.1254,0.962531
48,1498,39.0627,0.962636
48,1499,39.0105,0.961284
48,1500,39.2875,0.963757
48,1501,39.3543,0.964019
48,1502,39.3912,0.964242
48,1503,39.3349,0.963015
48,1504,39.5448,0.965252
48,1505,39.6323,0.965846
48,1506,39.6655,0.966039
48,1507,39.6043,0.964508
48,1508,39.6782,0.965497
48,1509,39.7734,0.966678
48,1510,39.8027,0.966556
48,1511,39.9,0.967165
48,1512,40.0118,0.966968
48,1513,40.0362,0.968018
48,1514,39.9525,0.967671
48,1515,40.1041,0.969557
48,1516,40.1304,0.970364
48,1517,40.7995,0.973732
48,1518,40.7,0.973539
48,1519,40.9012,0.97423
48,1520,41.0544,0.974476
48,1521,41.1639,0.975247
48,1522,41.3641,0.975851
48,1523,41.5793,0.976732
48,1524,41.796,0.977356
48,1525,41.7833,0.977657
48,1526,41.8313,0.977821
48,1527,42.1822,0.979208
48,1528,42.1484,0.978837
48,1529,42.2184,0.979454
48,1530,42.4532,0.980435
48,1531,42.4013,0.980315
48,1532,42.5067,0.980617
48,1533,42.5237,0.98085
48,1534,42.696,0.981493
48,1535,42.6587,0.981378
48,1536,42.7291,0.981579
48,1537,42.7544,0.981815
48,1538,43.1795,0.983138
48,1539,43.0485,0.982838
48,1540,43.1897,0.98305
48,1541,43.0517,0.98318
48,1542,43.1924,0.983228
48,1543,43.2353,0.983393
48,1544,43.094,0.983228
48,1545,43.2273,0.983406
48,1546,43.259,0.98352
48,1547,43.4404,0.984585
48,1548,43.3601,0.984143
48,1549,43.428,0.984441
48,1550,43.4342,0.984542
48,1551,43.4403,0.984552
48,1552,43.4524,0.984503
48,1553,43.4651,0.984862
48,1554,43.3947,0.984753
48,1555,43.4488,0.98495
48,1556,43.4961,0.984798
48,1557,43.5043,0.984993
48,1558,43.5255,0.984993
48,1559,43.5282,0.985069
48,1560,43.5452,0.984977
48,1561,43.5253,0.985077
48,1562,43.5407,0.985189
48,1563,43.519,0.985108
48,1564,43.55,0.985066
48,1565,43.4815,0.985109
48,1566,43.5296,0.985159
48,1567,43.5159,0.985127
48,1568,43.553,0.98503
48,1569,43.5114,0.985163
48,1570,43.5434,0.985157
48,1571,43.533,0.985139
48,1572,43.5558,0.985078
48,1573,43.5212,0.985169
48,1574,43.5412,0.98517
48,1575,43.5303,0.985148
48,1576,43.5592,0.985104
48,1577,43.8587,0.986955
48,1578,43.7478,0.986497
48,1579,43.7774,0.98659
48,1580,43.8022,0.986538
48,1581,43.7594,0.986584
48,1582,43.8006,0.986666
48,1583,43.7816,0.986624
48,1584,43.8118,0.986531
48,1585,43.7489,0.98655
48,1586,43.7818,0.986564
48,1587,43.7762,0.98658
48,1588,43.8,0.986468
48,1589,43.7566,0.986584
48,1590,43.7879,0.986592
48,1591,43.7677,0.986579
48,1592,40.8811,0.97327
48,1593,43.6488,0.985874
48,1594,43.513,0.985474
48,1595,43.49,0.985381
48,1596,43.6341,0.98552
48,1597,43.6343,0.985586
48,1598,43.6734,0.98577
48,1599,43.6605,0.985742
48,1600,43.6876,0.985769
48,1601,43.6662,0.985816
48,1602,43.6812,0.985999
48,1603,43.6766,0.985927
48,1604,43.7195,0.986025
48,1605,43.6577,0.986018
48,1606,43.6941,0.986139
48,1607,43.7008,0.986163
48,1608,43.7102,0.986016
48,1609,43.674,0.986138
48,1610,43.7156,0.986205
48,1611,43.6955,0.986146
48,1612,43.7217,0.986091
48,1613,43.67,0.986161
48,1614,43.701,0.986211
48,1615,43.6958,0.986154
48,1616,43.7111,0.986071
48,1617,43.6794,0.98615
48,1618,43.706,0.98618
48,1619,43.7095,0.986172
48,1620,43.7071,0.986022
48,1621,43.6939,0.986091
48,1622,43.9364,0.987311
48,1623,43.8524,0.987058
48,1624,43.8992,0.987071
48,1625,43.885,0.987118
48,1626,43.8934,0.987113
48,1627,43.9052,0.987146
48,1628,43.9043,0.987061
48,1629,43.8799,0.9872
48,1630,43.8829,0.987162
48,1631,43.884,0.987207
48,1632,43.923,0.987203
48,1633,43.8695,0.987176
48,1634,43.8972,0.987235
48,1635,43.8952,0.987241
48,1636,43.9198,0.987231
48,1637,43.8895,0.987246
48,1638,43.899,0.987283
48,1639,43.894,0.987256
48,1640,43.9203,0.987245
48,1641,43.8888,0.987292
48,1642,43.8865,0.987297
48,1643,43.892,0.987266
48,1644,43.9204,0.987178
48,1645,43.9224,0.987193
49,1646,40.0392,0.974476
49,1647,39.2769,0.970635
49,1648,38.9338,0.968946
49,1649,37.5388,0.961962
49,1650,36.7654,0.954502
49,1651,36.1977,0.951656
49,1652,35.8417,0.946859
49,1653,35.8948,0.947591
49,1654,35.9078,0.947001
49,1655,35.5214,0.945185
49,1656,35.513,0.942378
49,1657,35.2881,0.941188
49,1658,35.3048,0.937739
49,1659,35.2223,0.937923
49,1660,35.2551,0.937715
49,1661,35.1773,0.936916
49,1662,35.3399,0.935216
49,1663,35.2577,0.936011
49,1664,35.14,0.93294
49,1665,35.0469,0.931286
49,1666,35.1031,0.929806
49,1667,34.9972,0.930682
49,1668,34.9275,0.927942
49,1669,34.7868,0.926626
49,1670,34.8087,0.923339
49,1671,34.6237,0.922732
49,1672,34.7444,0.923581
49,1673,34.6677,0.922878
49,1674,34.7209,0.920623
49,1675,34.4173,0.919304
49,1676,34.5418,0.91873
49,1677,34.3196,0.915807
49,1678,34.4368,0.915163
49,1679,34.4378,0.917303
49,1680,34.3045,0.914339
49,1681,34.3042,0.914605
49,1682,34.1516,0.909211
49,1683,34.1228,0.910407
49,1684,34.4979,0.914852
49,1685,34.1902,0.911458
49,1686,34.261,0.9099
49,1687,34.0698,0.909977
49,1688,34.1481,0.909173
49,1689,33.9677,0.906968
49,1690,34.0307,0.906038
49,1691,34.0632,0.908801
49,1692,33.9855,0.906296
49,1693,33.9035,0.905865
49,1694,35.0834,0.920278
49,1695,34.5845,0.91607
49,1696,34.7685,0.918173
49,1697,34.8783,0.919615
49,1698,34.6128,0.914428
49,1699,34.5569,0.915791
49,1700,34.4287,0.912398
49,1701,34.3388,0.91124
49,1702,34.2771,0.908711
49,1703,34.4338,0.912628
49,1704,34.2234,0.908533
49,1705,34.1586,0.908194
49,1706,34.0426,0.903462
49,1707,33.979,0.903949
49,1708,34.077,0.904752
49,1709,34.0443,0.90488
49,1710,34.1469,0.904233
49,1711,33.8643,0.903374
49,1712,34.1458,0.905288
49,1713,33.9499,0.904123
49,1714,34.0945,0.903282
49,1715,33.6501,0.89957
49,1716,33.6685,0.898093
49,1717,33.4254,0.894051
49,1718,33.2818,0.890093
49,1719,33.4478,0.894414
49,1720,33.9718,0.902257
49,1721,33.636,0.898256
49,1722,33.8318,0.898088
49,1723,33.6467,0.898469
49,1724,33.8571,0.899764
49,1725,33.7436,0.89956
49,1726,33.8336,0.898194
49,1727,33.5065,0.895293
49,1728,33.4888,0.893754
49,1729,33.2876,0.890265
49,1730,33.1338,0.886243
49,1731,33.3197,0.890823
49,1732,33.7109,0.89674
49,1733,33.4637,0.893465
49,1734,33.5397,0.892061
49,1735,33.4354,0.89325
49,1736,33.5553,0.893591
49,1737,33.5304,0.894298
49,1738,33.5303,0.891857
49,1739,33.4418,0.892684
49,1740,33.1846,0.887601
49,1741,33.2553,0.888013
49,1742,32.9291,0.881573
49,1743,33.2829,0.888552
49,1744,33.421,0.891341
49,1745,33.397,0.890988
49,1746,33.2899,0.886652
49,1747,33.401,0.890912
49,1748,33.353,0.889061
49,1749,33.3908,0.890849
49,1750,33.3854,0.888403
49,1751,33.2427,0.888738
49,1752,33.4058,0.889911
49,1753,33.1905,0.886689
49,1754,33.3064,0.887034
49,1755,33.3442,0.890567
49,1756,33.3597,0.889358
49,1757,33.2666,0.888724
49,1758,33.2186,0.885401
49,1759,33.1941,0.886748
49,1760,33.3154,0.888379
49,1761,33.3454,0.889396
49,1762,33.3469,0.887699
49,1763,33.2216,0.888602
49,1764,33.2954,0.887949
49,1765,33.1137,0.885884
49,1766,33.1989,0.885452
49,1767,33.2595,0.888808
49,1768,33.297,0.888149
49,1769,33.1818,0.887099
49,1770,33.1658,0.884014
49,1771,33.1378,0.885398
49,1772,33.2655,0.88722
49,1773,33.3161,0.888709
49,1774,29.3699,0.776296
49,1775,32.8465,0.880148
49,1776,32.3691,0.870795
49,1777,32.3487,0.870608
49,1778,33.1351,0.884139
49,1779,32.9589,0.884679
49,1780,33.3581,0.889387
49,1781,33.1358,0.88732
49,1782,33.3232,0.887537
49,1783,33.2459,0.88794
49,1784,33.4881,0.891686
49,1785,33.5767,0.893951
49,1786,33.5565,0.891603
49,1787,33.5059,0.893295
49,1788,33.6242,0.893903
49,1789,33.6013,0.893931
49,1790,33.4823,0.890515
49,1791,33.9759,0.900879
49,1792,33.7198,0.896576
49,1793,33.9657,0.900534
49,1794,33.7624,0.895432
49,1795,33.9247,0.899021
49,1796,33.9654,0.899391
49,1797,34.0576,0.901935
49,1798,34.0477,0.900154
49,1799,34.0818,0.901099
