Frame,PSNR,SSIM
1156,30.715,0.847815
1157,30.6147,0.845958
1158,30.6393,0.846275
1159,30.6829,0.84658
1160,30.8235,0.849002
1161,30.6883,0.84575
1162,30.5706,0.84199
1163,30.732,0.84594
1164,30.9843,0.851217
1165,30.8344,0.848083
1166,30.8436,0.848599
1167,30.9615,0.850949
1168,32.4063,0.883389
1169,31.9984,0.877344
1170,32.0751,0.879438
1171,32.1367,0.88051
1172,32.0426,0.878619
1173,32.1165,0.880627
1174,32.1089,0.880051
1175,31.9705,0.877016
1176,32.0556,0.879096
1177,32.185,0.880833
1178,32.075,0.878941
1179,32.1147,0.87957
1180,32.077,0.879062
1181,32.1645,0.881121
1182,32.1272,0.880223
1183,33.2454,0.899078
1184,32.8506,0.894305
1185,32.8556,0.895333
1186,32.8969,0.896035
1187,32.793,0.894214
1188,32.8468,0.895879
1189,32.83,0.895472
1190,32.6945,0.892952
1191,32.776,0.89453
1192,32.8581,0.895564
1193,32.7945,0.894449
1194,32.8273,0.8951
1195,32.8134,0.894915
1196,32.9134,0.897294
1197,32.8748,0.896561
1198,33.6883,0.907249
1199,33.3291,0.90395
1200,33.3396,0.904588
1201,33.3359,0.904558
1202,33.2199,0.902594
1203,33.213,0.902665
1204,33.628,0.907815
1205,33.3811,0.905496
1206,33.2618,0.903434
1207,33.3232,0.904625
1208,33.2927,0.903871
1209,26.939,0.841387
1210,27.0477,0.842163
1211,28.0646,0.84583
1212,28.1309,0.846346
1213,29.0813,0.852747
1214,29.1797,0.854442
1215,30.0354,0.861287
1216,30.116,0.862488
1217,30.9539,0.87009
1218,31.0456,0.871929
1219,31.8926,0.881128
1220,31.9939,0.883182
1221,32.7741,0.89055
1222,32.8644,0.892139
1223,33.8101,0.901914
1224,33.8996,0.903302
1225,34.3258,0.907193
1226,34.5012,0.909496
1227,35.6009,0.920104
1228,35.7718,0.922641
1229,35.954,0.92403
1230,36.9258,0.932826
1231,37.0319,0.93561
1232,37.2741,0.938341
1233,37.3695,0.938984
1234,37.5657,0.941281
1235,37.7693,0.942907
1236,37.8259,0.943883
1237,37.8263,0.943578
1238,39.1942,0.952634
1239,39.3037,0.953394
1240,39.0657,0.952238
1241,39.0088,0.95125
1242,39.0719,0.952427
1243,39.0674,0.95271
1244,39.1315,0.953446
1245,39.2135,0.953553
1246,39.2838,0.954605
1247,39.0903,0.95325
1248,38.7796,0.950908
1249,38.4887,0.9491
1250,38.4406,0.947723
1251,38.322,0.947113
1252,38.3565,0.947433
1253,38.5896,0.948982
1254,39.2327,0.953326
1255,38.9719,0.951856
1256,39.0498,0.952146
1257,39.1508,0.952832
1258,39.3879,0.954014
1259,39.3643,0.954002
1260,39.4543,0.95454
1261,39.7195,0.956129
1262,39.682,0.955955
1263,39.7912,0.956793
1264,39.7903,0.956812
1265,41.1352,0.963978
1266,40.9682,0.96338
1267,41.1065,0.964074
1268,41.1259,0.964181
1269,41.9559,0.967867
1270,41.7407,0.967223
1271,41.749,0.967356
1272,41.7792,0.967451
1273,41.9309,0.968095
1274,41.8158,0.967639
1275,41.9116,0.968098
1276,41.9168,0.968194
1277,41.8405,0.967909
1278,41.8369,0.967827
1279,41.9668,0.96849
1280,41.8929,0.96825
1281,41.7844,0.970798
1282,42.1162,0.971547
1283,42.1368,0.971836
1284,42.1354,0.971803
1285,42.1208,0.971732
1286,42.2917,0.972175
1287,42.2842,0.972323
1288,42.3459,0.972448
1289,42.364,0.9725
1290,42.611,0.973275
1291,42.5754,0.973349
1292,42.5791,0.973304
1293,42.6501,0.973501
1294,42.6549,0.973424
1295,42.763,0.973892
1296,42.7657,0.973952
1297,42.7664,0.973956
1298,42.8978,0.97432
1299,42.8878,0.974405
1300,42.9497,0.974508
1301,42.9782,0.974532
1302,43.133,0.975084
1303,43.1605,0.975111
1304,42.9191,0.974008
1305,42.8916,0.974015
1306,42.7402,0.97348
1307,42.702,0.973607
1308,42.6472,0.973454
1309,42.6149,0.973406
1310,42.4678,0.972791
1311,43.1509,0.975014
1312,42.7559,0.973847
1313,42.6911,0.973734
1314,42.3721,0.9724
1315,42.3132,0.972178
1316,42.0532,0.971002
1317,41.7652,0.969512
1318,41.3883,0.967919
1319,41.1826,0.96715
1320,40.9588,0.965935
1321,40.8712,0.965289
1322,40.67,0.964403
1323,40.7807,0.96511
1324,41.127,0.966637
1325,41.0689,0.966479
1326,41.0453,0.966137
1327,41.0912,0.966518
1328,41.2807,0.967329
1329,41.1273,0.966828
1330,41.0452,0.966288
1331,41.2158,0.967085
1332,41.4275,0.967901
1333,41.4155,0.967797
1334,41.4521,0.967797
1335,41.8023,0.969377
1336,41.7438,0.969229
1337,41.8393,0.969614
1338,41.8335,0.969571
1339,41.8886,0.969851
1340,41.9505,0.970079
1341,42.0174,0.970412
1342,41.7392,0.969169
1343,41.8148,0.969474
1344,41.8015,0.968966
1345,41.7861,0.969207
1346,41.7052,0.969497
1347,41.4556,0.968853
1348,41.3284,0.968494
1349,41.2725,0.968626
1350,40.9598,0.967205
1351,40.8462,0.966678
1352,40.6191,0.965216
1353,40.2456,0.96388
1354,40.3204,0.964301
1355,40.8026,0.966109
1356,41.4243,0.968674
1357,41.2292,0.968045
1358,41.4856,0.968947
1359,41.5526,0.969244
1360,41.8597,0.97025
1361,41.8433,0.970257
1362,41.9224,0.970613
1363,42.2143,0.971652
1364,42.118,0.971311
1365,42.2686,0.971909
1366,42.2728,0.97193
1367,42.696,0.973388
1368,42.5367,0.972938
1369,42.7557,0.973677
1370,42.7386,0.973666
1371,43.2429,0.97529
1372,42.9459,0.974523
1373,42.9599,0.974515
1374,42.9716,0.974491
1375,42.8756,0.974133
1376,42.785,0.973804
1377,42.8404,0.974104
1378,42.872,0.974205
1379,42.7576,0.973835
1380,42.693,0.973496
1381,42.8157,0.974059
1382,42.6915,0.973687
1383,42.6572,0.973571
1384,42.6625,0.973507
1385,42.7351,0.973864
1386,43.1611,0.975127
1387,43.012,0.974824
1388,43.1494,0.97506
1389,43.2022,0.975305
1390,43.1146,0.975011
1391,43.1249,0.975039
1392,43.1719,0.97511
1393,43.1515,0.975097
1394,43.0389,0.974796
1395,43.1563,0.975121
1396,43.1547,0.975061
1397,43.9152,0.977564
1398,43.5759,0.976815
1399,43.5301,0.976618
1400,43.4254,0.976314
1401,43.548,0.97659
1402,43.5605,0.976601
1403,43.5539,0.976537
1404,43.5026,0.97634
1405,43.5695,0.976519
1406,43.5501,0.976431
1407,43.4742,0.97629
1408,43.4398,0.976154
1409,33.94,0.919041
1410,42.2388,0.971623
1411,42.1363,0.971439
1412,42.0469,0.971145
1413,42.4281,0.972308
1414,42.3839,0.972158
1415,42.4698,0.972377
1416,42.9941,0.974214
1417,42.8005,0.973873
1418,42.8462,0.973943
1419,42.9227,0.974083
1420,42.9553,0.974121
1421,43.0325,0.974391
1422,43.0493,0.974422
1423,43.0322,0.974386
1424,43.0388,0.974347
1425,43.2187,0.974958
1426,43.1406,0.974761
1427,43.2461,0.97504
1428,43.1899,0.974838
1429,43.27,0.975102
1430,43.3373,0.975298
1431,43.3306,0.975267
1432,43.3405,0.975289
1433,43.3723,0.975404
1434,43.7698,0.976654
1435,43.5367,0.976198
1436,43.4937,0.976091
1437,43.3147,0.975834
1438,43.2919,0.975846
1439,43.6639,0.976584
1440,43.4725,0.976207
1441,43.6759,0.976598
1442,43.6773,0.976639
1443,43.6608,0.976596
1444,43.6241,0.976488
1445,43.6794,0.976661
1446,43.6553,0.97659
1447,43.6181,0.976485
1448,43.5663,0.976297
1449,43.6156,0.976456
1450,43.6118,0.976425
1451,43.594,0.976393
1452,43.557,0.976248
1453,43.6033,0.976369
1454,44.0037,0.977545
1455,43.4939,0.976163
1456,42.9828,0.974294
1457,42.7808,0.973293
1458,42.4278,0.972329
1459,40.135,0.959043
1460,40.0012,0.958395
1461,39.5759,0.956292
1462,39.1815,0.954603
1463,39.0212,0.953891
1464,39.2889,0.954954
1465,39.5207,0.956083
1466,39.6517,0.95722
1467,39.6834,0.957537
1468,39.8026,0.958153
1469,40.5086,0.961577
1470,40.3815,0.961072
1471,40.3042,0.960529
1472,40.0572,0.959148
1473,39.92,0.958429
1474,40.1787,0.960288
1475,40.3661,0.961606
1476,40.4528,0.962306
1477,40.3611,0.961824
1478,40.4347,0.962667
1479,40.4288,0.962568
1480,40.5271,0.962654
1481,40.3602,0.961568
1482,40.2717,0.961352
1483,40.0493,0.960215
1484,40.3324,0.961716
1485,40.169,0.961196
1486,40.0831,0.961
1487,39.9958,0.96117
1488,40.1151,0.962058
1489,40.3048,0.9631
1490,39.8687,0.962129
1491,39.1151,0.959158
1492,38.2081,0.953248
1493,37.5096,0.949427
1494,37.1656,0.94719
1495,37.0535,0.946837
1496,36.7605,0.943651
1497,37.2037,0.94729
1498,37.239,0.947337
1499,37.25,0.947593
1500,37.1217,0.945515
1501,37.481,0.949267
1502,37.5142,0.949297
1503,37.5813,0.949493
1504,37.4276,0.947088
1505,37.8259,0.950555
1506,37.9206,0.951209
1507,37.9966,0.951793
1508,38.9019,0.954364
1509,38.4286,0.953559
1510,38.6181,0.955264
1511,38.5001,0.954165
1512,38.5841,0.954483
1513,38.6748,0.954555
1514,38.6115,0.955736
1515,38.4563,0.954952
1516,38.7684,0.958426
1517,38.8924,0.960038
1518,40.04,0.964236
1519,39.8412,0.964244
1520,40.1054,0.965264
1521,40.2732,0.965553
1522,40.519,0.966686
1523,40.7354,0.967295
1524,40.9568,0.96819
1525,41.1571,0.968716
1526,41.4122,0.969675
1527,41.7222,0.970541
1528,41.7757,0.970625
1529,41.9761,0.971103
1530,42.2498,0.972118
1531,42.2849,0.972236
1532,42.835,0.97394
1533,42.7863,0.973779
1534,42.8923,0.97424
1535,43.5131,0.976125
1536,43.461,0.976041
1537,42.5622,0.974361
1538,44.148,0.979395
1539,44.0208,0.979263
1540,44.1671,0.97955
1541,44.2245,0.97952
1542,44.269,0.979709
1543,44.2776,0.979716
1544,44.5675,0.980388
1545,44.4285,0.980005
1546,44.5003,0.980204
1547,44.6026,0.980461
1548,44.5783,0.980386
1549,44.5933,0.980369
1550,44.7479,0.980823
1551,44.6919,0.980663
1552,44.7559,0.980769
1553,44.9699,0.981255
1554,44.8903,0.981162
1555,45.0436,0.98148
1556,45.017,0.98146
1557,45.0439,0.981467
1558,45.0893,0.981641
1559,45.1774,0.981876
1560,45.1426,0.981767
1561,45.128,0.981683
1562,45.1811,0.981807
1563,45.2053,0.981883
1564,45.2018,0.981869
1565,45.1629,0.981709
1566,45.2042,0.981884
1567,46.218,0.984323
1568,45.9399,0.983852
1569,45.9056,0.983651
1570,45.996,0.983856
1571,46.0108,0.983859
1572,46.0205,0.983878
1573,46.0131,0.983821
1574,46.0469,0.983922
1575,46.0638,0.983926
1576,46.0714,0.983954
1577,46.0597,0.983924
1578,46.1076,0.984022
1579,46.1252,0.98412
1580,46.0941,0.983997
1581,46.1244,0.984075
1582,46.162,0.984178
1583,46.1324,0.984119
1584,46.1268,0.984074
1585,46.1101,0.984006
1586,46.1506,0.984135
1587,46.1461,0.984147
1588,46.1429,0.984125
1589,46.1208,0.98401
1590,46.1346,0.984096
1591,46.1427,0.984095
1592,46.1534,0.984094
1593,46.1206,0.984051
1594,46.1699,0.984144
1595,46.1614,0.984116
1596,46.1665,0.984151
1597,46.882,0.985676
1598,46.6667,0.985379
1599,46.6927,0.985349
1600,46.717,0.98538
1601,46.7068,0.985393
1602,46.7667,0.985551
1603,46.7358,0.985542
1604,46.7355,0.985535
1605,46.7168,0.985521
1606,46.7367,0.985573
1607,46.7571,0.985625
1608,46.7126,0.985551
1609,46.6632,0.985484
1610,46.6986,0.985528
1611,46.6847,0.985561
1612,46.9967,0.986063
1613,46.5726,0.985458
1614,46.7654,0.985627
1615,46.7742,0.985642
1616,46.7638,0.985586
1617,46.7375,0.985489
1618,46.7697,0.985562
1619,46.7542,0.98557
1620,46.744,0.985512
1621,46.7207,0.985499
1622,46.7329,0.985525
1623,46.7663,0.985527
1624,46.7611,0.985546
1625,46.7701,0.985554
1626,46.7911,0.985588
1627,47.2599,0.986511
1628,47.0918,0.986256
1629,47.0899,0.986209
1630,47.0971,0.986274
1631,47.118,0.986337
1632,47.1243,0.986343
1633,47.1739,0.986379
1634,47.1071,0.986294
1635,47.1327,0.986345
1636,47.1636,0.986435
1637,47.1353,0.986418
1638,47.1698,0.986474
1639,47.1784,0.986524
1640,47.1706,0.986497
1641,47.1678,0.9865
1642,47.1724,0.986517
1643,47.1733,0.986545
1644,47.177,0.986572
1645,47.1641,0.986531
1646,47.1677,0.986522
1647,22.9132,0.481192
1648,22.9539,0.482663
1649,23.5889,0.49229
1650,23.7433,0.500137
1651,24.5332,0.528622
1652,24.7682,0.545019
1653,25.4176,0.567919
1654,25.4274,0.569363
1655,25.4722,0.568864
1656,26.5574,0.620951
1657,26.4844,0.616436
1658,26.6781,0.626941
1659,26.9722,0.639209
1660,27.0552,0.644673
1661,27.1986,0.650855
1662,27.3121,0.657099
1663,28.3497,0.707079
1664,28.4588,0.715437
1665,29.0188,0.752676
1666,29.2194,0.752381
1667,29.1885,0.748862
1668,29.6779,0.766578
1669,29.5835,0.762668
1670,29.7335,0.76848
1671,29.5737,0.762253
1672,29.9755,0.777587
1673,29.9655,0.77719
1674,30.1749,0.784198
1675,30.102,0.781714
1676,30.289,0.789725
1677,30.3838,0.793221
1678,30.2948,0.791598
1679,30.2918,0.79103
1680,30.5526,0.7998
1681,30.6671,0.802942
1682,30.6328,0.803983
1683,30.5565,0.800816
1684,30.6449,0.804339
1685,30.7843,0.807521
1686,30.9053,0.812025
1687,31.1242,0.819094
1688,31.1424,0.822347
1689,31.0855,0.820013
1690,31.0419,0.819708
1691,31.083,0.820383
1692,31.2408,0.826287
1693,31.3042,0.826295
1694,31.227,0.82624
1695,31.1079,0.821554
1696,31.181,0.824609
1697,31.3304,0.827352
1698,31.4297,0.830205
1699,31.3683,0.827773
1700,31.4171,0.831981
1701,31.4645,0.831653
1702,31.3341,0.829731
1703,31.3227,0.828466
1704,31.5104,0.834768
1705,31.521,0.833561
1706,31.4633,0.833627
1707,31.3317,0.829057
1708,31.4064,0.831891
1709,31.5072,0.833608
1710,31.587,0.83601
1711,31.5185,0.833208
1712,31.589,0.837009
1713,31.641,0.836727
1714,31.6359,0.837763
1715,31.5593,0.834484
1716,31.4364,0.834158
1717,31.4728,0.833668
1718,31.1995,0.827817
1719,31.1503,0.826241
1720,31.3573,0.832162
1721,31.5289,0.835455
1722,31.5554,0.836554
1723,31.4078,0.831527
1724,31.6381,0.838364
1725,33.1727,0.878259
1726,33.025,0.877242
1727,32.6497,0.869306
1728,32.6919,0.87044
1729,32.4974,0.866257
1730,32.38,0.863965
1731,32.0486,0.85739
1732,32.383,0.864112
1733,32.5959,0.867235
1734,32.4731,0.865438
1735,32.3408,0.861214
1736,32.471,0.865002
1737,32.4279,0.863461
1738,32.4853,0.865012
1739,32.3997,0.862106
1740,32.3979,0.863575
1741,32.1334,0.857945
1742,32.1422,0.857291
1743,31.7612,0.849921
1744,32.1761,0.858262
1745,32.3243,0.860958
1746,32.2303,0.8591
1747,32.1303,0.855528
1748,32.2762,0.859798
1749,32.1954,0.857412
1750,32.2204,0.858804
1751,32.0846,0.854155
1752,32.1546,0.857285
1753,32.1113,0.855128
1754,31.9921,0.853034
1755,31.9105,0.850275
1756,32.1516,0.856581
1757,32.0744,0.853718
1758,32.0457,0.854283
1759,31.8028,0.847754
1760,31.8752,0.850059
1761,31.9584,0.851158
1762,32.0164,0.852251
1763,32.0399,0.851978
1764,31.9837,0.853226
1765,32.0008,0.852132
1766,31.8352,0.849787
1767,31.8417,0.848319
1768,32.0039,0.852834
1769,32.0028,0.851323
1770,31.9953,0.851929
1771,31.6604,0.843678
1772,31.8634,0.848687
1773,31.8605,0.848408
1774,31.9777,0.850879
1775,31.8011,0.845865
1776,31.9348,0.850265
1777,31.8708,0.848448
1778,31.7663,0.846611
1779,31.691,0.843846
1780,31.9321,0.85038
1781,33.3282,0.881768
1782,32.9968,0.877838
1783,32.5919,0.869976
1784,32.8119,0.873503
1785,32.8958,0.874337
1786,32.9829,0.876139
1787,32.7814,0.871247
1788,32.89,0.874089
1789,32.8156,0.872152
1790,32.7179,0.870628
1791,32.6535,0.868543
1792,32.8458,0.873228
1793,27.983,0.718695
1794,31.7202,0.845673
1795,31.3733,0.837743
1796,31.4875,0.840945
1797,31.5745,0.841588
1798,31.7831,0.846059
1799,31.7318,0.843784
1800,31.8193,0.845779
